task,raw_input,input,output,raw_output
acsa,Chán. ngoài thành thị mà kh có cục sóg nào . Quá tệ. Lúc trc hay xài sam sung lắm h thấy thất vọg. Gần 8tr uổng,chán . ngoài thành thị mà không có cục sóg nào . quá tệ . lúc trước hay xài sam sung lắm giờ thấy thất vọg . gần num tr uổng,tính năng tệ và giá tiền tệ và nói chung tệ và phục vụ với phụ kiện tệ,"{FEATURES, negative}, {PRICE, negative}, {GENERAL, negative}, {SER_ACC, negative}"
acsa,Mình mua máy từ lúc sp mới ra. Máy pin khỏe. Chụp ảnh đẹp . đáng giá cho với tầm phân khúc,mình mua máy từ lúc sản phẩm mới ra . máy pin khỏe . chụp ảnh đẹp . đáng giá cho với tầm phân khúc,máy ảnh tốt và pin tốt và giá tiền tốt,"{CAMERA, positive}, {BATTERY, positive}, {PRICE, positive}"
acsa,Không biết mấy bạn sài như thế nào và dùng vài việc gì.hay không dùng mà chỉ lên đây chê bai này nọ ni kia.riêng mình thấy đáng mua nhất trong tầm giá này.mình chơi liên quân ok.võ lâm jx1 efun ok.pin trâu.nhạc thì loa hơi nhỏ.chụp ảnh thì tàm tạm.mấy bạn về cập nhật lên vos 3.0 mượt khỏi chê.hàng vn chất lượng tốt.nói chung ko thua 1 hãng nào cả.còn về lâu dài thì ko biết sao.nhưng thấy bh 18 tháng quá ổn.các bạn nên mua ko phải lo đâu.cái gì không biết cứ đêm ra cửa hàng họ hướng dẫn cho.chúc các bạn có 1 lựa chon sáng suốt,không biết mấy bạn sài như thế nào và dùng vài việc gì . hay không dùng mà chỉ lên đây chê bai này nọ ni kia . riêng mình thấy đáng mua nhất trong tầm giá này . mình chơi liên quân ok . võ lâm jx num efun ok . pin trâu . nhạc thì loa hơi nhỏ . chụp ảnh thì tàm tạm . mấy bạn về cập nhật lên vos num . num mượt khỏi chê . hàng việt nam chất lượng tốt . nói chung không thua num hãng nào cả . còn về lâu dài thì không biết sao . nhưng thấy bh num tháng quá ổn . các bạn nên mua không phải lo đâu . cái gì không biết cứ đêm ra cửa hàng họ hướng dẫn cho . chúc các bạn có num lựa chon sáng suốt,máy ảnh tạm và tính năng tệ và pin tốt và hiệu suất tốt và giá tiền tạm và nói chung tốt,"{CAMERA, neutral}, {FEATURES, negative}, {BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,"Sản phẩm rất tuyệt, giá cả quá hợp lý, pin trâu. Nói chung là rất vừa lòng khi mua sản phẩm 😋","sản phẩm rất tuyệt , giá cả quá hợp lý , pin trâu . nói chung là rất vừa lòng khi mua sản phẩm tốt",pin tốt và giá tiền tốt và nói chung tốt,"{BATTERY, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,Không hiểu sao với 4.5tr mà t lại mua cái máy này. Chẳng được cái gì máy này giá 3tr hợp lý hơn. Phan oppo từ 2015 tới h thất vọng thật.cam tệ,không hiểu sao với num . num tr mà thứ lại mua cái máy này . chẳng được cái gì máy này giá num tr hợp lý hơn . phan opo từ num tới giờ thất vọng thật . cam tệ,máy ảnh tệ và giá tiền tệ và nói chung tệ và phục vụ với phụ kiện tệ,"{CAMERA, negative}, {PRICE, negative}, {GENERAL, negative}, {SER_ACC, negative}"
acsa,Đẹp và tính năng tốt. Gọn nhẹ và thích hợp với mọi lứa tuổi và giới tính!. Cá nhân tôi rất thích.,đẹp và tính năng tốt . gọn nhẹ và thích hợp với mọi lứa tuổi và giới tính ! . cá nhân tôi rất thích .,tính năng tốt và thiết kế tốt và nói chung tốt,"{FEATURES, positive}, {DESIGN, positive}, {GENERAL, positive}"
acsa,"Mới mua về hôm qua, màu matte, cảm thấy rất okie luôn ^.^ Mình cũng từng đắn đo vì phải bỏ ra 20 triệu mua đt dòng cao cấp., nhưng lỡ đam mê rồi, nên mình quyết để dành từ đầu năm để mua luôn. Mong các bạn cũng luôn tỉnh táo để chọn sp ưa thích nhé !!","mới mua về hôm qua , màu mate , cảm thấy rất ok luôn ^ . ^ mình cũng từng đắn đo vì phải bỏ ra giá tiền mua điện thoại dòng cao cấp . , nhưng lỡ đam mê rồi , nên mình quyết để dành từ đầu năm để mua luôn . mong các bạn cũng luôn tỉnh táo để chọn sản phẩm ưa thích nhé ! !",thiết kế tốt và giá tiền tạm,"{DESIGN, positive}, {PRICE, neutral}"
acsa,"Oki rất đáng để mua nhưng pin hơi ít Mẫu mã đẹp bắt nhỏ gọn thiết kế camera đẹp, nhân viên vui vẻ hòa nhã lịch sự .sản phẩm nhìn đẹp mắt ,nhỏ gọn dễ cầm","ok rất đáng để mua nhưng pin hơi ít mẫu mã đẹp bắt nhỏ gọn thiết kế camera đẹp , nhân viên vui vẻ hòa nhã lịch sự . sản phẩm nhìn đẹp mắt , nhỏ gọn dễ cầm",máy ảnh tốt và pin tệ và thiết kế tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {BATTERY, negative}, {DESIGN, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,Sản phẩm dùng rất tốt Về thiết kế mỏng nhẹ nam nữ dùng đều hợp Màn hình sáng Pin tớ dùng cả ngày chưa hết Nói chug lại sp tuyệt vời của ssung,sản phẩm dùng rất tốt về thiết kế mỏng nhẹ nam nữ dùng đều hợp màn hình sáng pin tớ dùng cả ngày chưa hết nói chug lại sản phẩm tuyệt vời của sung,màn hình tốt và pin tốt và thiết kế tốt và nói chung tốt,"{SCREEN, positive}, {BATTERY, positive}, {DESIGN, positive}, {GENERAL, positive}"
acsa,"Khuyên các bạn chưa mua máy thì đừng mua máy này nhé, tôi đổi máy lần thư 2 rồi mà vẫn dính lỗi chơi game khoảng 1h, khi thoát ra là treo máy, máy lần 1 treo khoảng 5p, máy lần 2 treo hơn 2p. Đến nản Xiaomi redmi note 9s","khuyên các bạn chưa mua máy thì đừng mua máy này nhé , tôi đổi máy lần thư num rồi mà vẫn dính lỗi chơi game khoảng num h , khi thoát ra là treo máy , máy lần num treo khoảng num p , máy lần num treo hơn num p . đến nản xiaomi redmi ghi chú num s",hiệu suất tệ và nói chung tệ,"{PERFORMANCE, negative}, {GENERAL, negative}"
acsa,"Máy này là anh trai làm trong samsung mua cho.Dùng gần 3 tháng rồi mà không có hiện tượng giật lag, wifi bắt ổn, loa tốt, camera thì cả trước và sau đều nét chỉ cần cung cấp đủ độ sáng là ok hết. Pin thì khỏi bàn, trâu vđ, lúc sạc đối với bản thân mình thì pin sạc nhanh. Cảm ứng của máy nhạy, mượt, cảm ứng vân tay soang choảnh 1 chạm là mở. Nói chung với tầm giá này mà samsung làm ra được quả máy từ thiết kế và chất lượng đều ổn như này thì đúng là vượt qua mong đợi :3 <3 ĐÁNH GIÁ NÀY LÀ THẬT 100% nhaaa","máy này là anh trai làm trong samsung mua cho . dùng gần num tháng rồi mà không có hiện tượng giật lag , wifi bắt ổn , loa tốt , camera thì cả trước và sau đều nét chỉ cần cung cấp đủ độ sáng là ok hết . pin thì khỏi bàn , trâu vđ , lúc sạc đối với bản thân mình thì pin sạc nhanh . cảm ứng của máy nhạy , mượt , cảm ứng vân tay soang choảnh num chạm là mở . nói chung với tầm giá này mà samsung làm ra được quả máy từ thiết kế và chất lượng đều ổn như này thì đúng là vượt qua mong đợi : num < num đánh giá này là thật num % nha",máy ảnh tốt và tính năng tốt và pin tốt và hiệu suất tốt và thiết kế tốt và nói chung tốt,"{CAMERA, positive}, {FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, positive}, {GENERAL, positive}"
acsa,"Máy mới sau khi đổi không có lỗi lầm gì, rất ok. Ai có ý định mua thì xúc luôn đi k phải lăn tăn .","máy mới sau khi đổi không có lỗi lầm gì , rất ok . ai có ý định mua thì xúc luôn đi không phải lăn tăn .",nói chung tốt,"{GENERAL, positive}"
acsa,máy tốt lên mạng nhanh kinh khủng giá rẻ mặc dù sắp ra mobell s61 nhưng mình thấy về cấu hình thì máy này tốt hơn mobell s61 chỉ có thiết kế lạ ở chỗ camera ngang nhin râtf hay bên ngoài nhìn vô cứ như iphone x + iphone 7 vậy máy làm bằng nhựa mà bền kinh khủng mình làm rớt từ trên cao xuông vẫn tốt chưa bị xước nhựa hay màn hình,máy tốt lên mạng nhanh kinh khủng giá rẻ mặc dù sắp ra mobel s num nhưng mình thấy về cấu hình thì máy này tốt hơn mobel s num chỉ có thiết kế lạ ở chỗ camera ngang nhin râtf hay bên ngoài nhìn vô cứ như iphone x + iphone num vậy máy làm bằng nhựa mà bền kinh khủng mình làm rớt từ trên cao xuông vẫn tốt chưa bị xước nhựa hay màn hình,hiệu suất tốt và thiết kế tốt và giá tiền tốt và nói chung tốt,"{PERFORMANCE, positive}, {DESIGN, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Máy mua cx đc hơn nửa tháng rồi, nói chung mọi thứ đều tốt, đặc biệt chụp ảnh đẹp( cả camera trước lẫn sau), có điều đang xài các ứng dụng thì quảng cáo tự nhiên lọt vào, chặn rồi mà cx ko đỡ hơn.","máy mua cũng được hơn nửa tháng rồi , nói chung mọi thứ đều tốt , đặc biệt chụp ảnh đẹp ( cả camera trước lẫn sau ) , có điều đang xài các ứng dụng thì quảng cáo tự nhiên lọt vào , chặn rồi mà cũng không đỡ hơn .",máy ảnh tốt và hiệu suất tệ và nói chung tốt,"{CAMERA, positive}, {PERFORMANCE, negative}, {GENERAL, positive}"
acsa,"san pham mau den ,thiet ke sang trong ,,bat mat ,pin thap nhung su dung rat lau,","san pham mau den , thiet ke sang trong , , bat mat , pin thap nhung su dung rat lau ,",pin tốt và thiết kế tốt,"{BATTERY, positive}, {DESIGN, positive}"
acsa,Sản phẩm tốt ạ. Ảnh chắc tại em đăng nhiều cùng một lúc nên máy chậm. Bộ nhớ cao. Pin tốt,sản phẩm tốt ạ . ảnh chắc tại em đăng nhiều cùng một lúc nên máy chậm . bộ nhớ cao . pin tốt,pin tốt và hiệu suất tạm và bộ nhớ tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, neutral}, {STORAGE, positive}, {GENERAL, positive}"
acsa,"Máy vào mạng khá chậm. Pin 4000 mà nhanh tụt. Để qua đêm tắt mạng 4g, cáv ứng dụng chìm mà từ 11h đến 6h sáng tụt 25%pin. Vs giá 8tr thì hơi thất vọng về sp này.","máy vào mạng khá chậm . pin num mà nhanh tụt . để qua đêm tắt mạng num g , cáv ứng dụng chìm mà từ num h đến num h sáng tụt num % pin . với giá num tr thì hơi thất vọng về sản phẩm này .",tính năng tệ và pin tệ và giá tiền tạm và nói chung tệ,"{FEATURES, negative}, {BATTERY, negative}, {PRICE, neutral}, {GENERAL, negative}"
acsa,"Lỗi camera,mất 2-3 giây mới mở được camera và mất thêm 2-3 giây nữa để camera hoạt động ổn định.lúc đầu mới mở camera ra thì màn hình đen,sau đó khung cảnh trong camera bị giật,mất vài giây camera mới hoạt động ổn định.nhiều lúc không mở được camera và phải thoát ra để vài lại mới được.còn các ứng dụng khác khi vào rất chậm,chạm vào để mở ứng dụng nhưng chuyển cảnh chậm,mất 2-4 giây mới mở được ứng dụng.máy ảnh chụp không nét như quảng cáo.pin 5020 nhưng máy mới mua,buổi tối sạc đầy 100% lúc 22 giờ đêm sau đó tắt hết ứng dụng ngầm và đi ngủ,6 giờ sáng hôm sau dậy pin sụt 16%.nói chung so sánh về tất cả mọi thứ từ camera,chip,độ ổn định...tất cả đều thua kém redmi note 8pro","lỗi camera , mất num - num giây mới mở được camera và mất thêm num - num giây nữa để camera hoạt động ổn định . lúc đầu mới mở camera ra thì màn hình đen , sau đó khung cảnh trong camera bị giật , mất vài giây camera mới hoạt động ổn định . nhiều lúc không mở được camera và phải thoát ra để vài lại mới được . còn các ứng dụng khác khi vào rất chậm , chạm vào để mở ứng dụng nhưng chuyển cảnh chậm , mất num - num giây mới mở được ứng dụng . máy ảnh chụp không nét như quảng cáo . pin num nhưng máy mới mua , buổi tối sạc đầy num % lúc num giờ đêm sau đó tắt hết ứng dụng ngầm và đi ngủ , num giờ sáng hôm sau dậy pin sụt num % . nói chung so sánh về tất cả mọi thứ từ camera , chip , độ ổn định tất cả đều thua kém redmi ghi chú num pro",máy ảnh tệ và pin tệ và hiệu suất tệ và nói chung tệ,"{CAMERA, negative}, {BATTERY, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,"Mua cho em nhỏ, người lớn rất hợp lý, vừa túi tiền nữa, cấu hình vầy là quá ổn rồi, đừng đòi hỏi nhiều với cái giá đã bỏ ra, muốn chơi game, nhiều ứng dụng thì xìa ra thêm nha ^^. Ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng, tận tình tại gia, luôn thích dịch vụ của tgdd, dmx. Trong nhà toàn dùng hàng từ đây. Sự lựa chọn tin cậy. Về Nokia C2 chất lượng hình ảnh gọi video được ""cà"" đẹp lung linh nha, bắt wifi khá tốt( vì dùng ké từ nhà kế mà vẫn ổn hihi), mua tặng cậu em nhỏ nên không được trải nghiệm nhiều :v","mua cho em nhỏ , người lớn rất hợp lý , vừa túi tiền nữa , cấu hình vầy là quá ổn rồi , đừng đòi hỏi nhiều với cái giá đã bỏ ra , muốn chơi game , nhiều ứng dụng thì xìa ra thêm nha ^ ^ . ở xa nhà nhưng chỉ cần order online là được phục vụ nhanh chóng , tận tình tại gia , luôn thích dịch vụ của tgd , dmx . trong nhà toàn dùng hàng từ đây . sự lựa chọn tin cậy . về nokia c num chất lượng hình ảnh gọi video được "" cà "" đẹp lung linh nha , bắt wifi khá tốt ( vì dùng ké từ nhà kế mà vẫn ổn tốt ) , mua tặng cậu em nhỏ nên không được trải nghiệm nhiều : v",máy ảnh tốt và tính năng tốt và hiệu suất tốt và giá tiền tốt và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {FEATURES, positive}, {PERFORMANCE, positive}, {PRICE, positive}, {SER_ACC, positive}"
acsa,"Sử dụng 5 tháng nay, ok, phù hợp với mục đích cá nhân chạy các ứng dụng như mail, ngân hàng....mượt nhạy, nhanh ...6/64 gb là vừa, pin ok.","sử dụng num tháng nay , ok , phù hợp với mục đích cá nhân chạy các ứng dụng như mail , ngân hàng . mượt nhạy , nhanh num num gb là vừa , pin ok .",pin tốt và hiệu suất tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,Sp chơi game khá là lag kh như quảng cáo sp pin thì tụt hơi nhanh sạc 100% vừa rút ra chưa đc 5p tụt 98% rồi mặc dù rút ra để kh kh sd mà vẫn tụt pin khá là thất vọng khi mua sp này,sản phẩm chơi game khá là lag không như quảng cáo sản phẩm pin thì tụt hơi nhanh sạc num % vừa rút ra chưa được num p tụt num % rồi mặc dù rút ra để không không sd mà vẫn tụt pin khá là thất vọng khi mua sản phẩm này,pin tệ và hiệu suất tệ và nói chung tệ,"{BATTERY, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,Máy ngon cực kỳ luôn ổn trong tầm trung NV TGDD thì nhiệt tình hết mức làm khách mua cứ ngại,máy ngon cực kỳ luôn ổn trong tầm trung nhân viên tgd thì nhiệt tình hết mức làm khách mua cứ ngại,giá tiền tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{PRICE, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Sản phẩm tuyệt vời, pin khoẻ, hiệu năng mượt mà. Chuyên cày game. Mình sài từ lúc mua tới giờ mà vẫn ổn định mượt mà không bị treo đơ. Nói chung là sản phẩm đáng đồng tiền bát gạo . Sp rất tốt mượt vô cùng . Tôi sẽ tiêp tuc mua hàng tại điện máy xanh","sản phẩm tuyệt vời , pin khoẻ , hiệu năng mượt mà . chuyên cày game . mình sài từ lúc mua tới giờ mà vẫn ổn định mượt mà không bị treo đơ . nói chung là sản phẩm đáng đồng tiền bát gạo . sản phẩm rất tốt mượt vô cùng . tôi sẽ tiêp tuc mua hàng tại điện máy xanh",pin tốt và hiệu suất tốt và giá tiền tốt và nói chung tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Mới mua 2 ngày trước, mình cảm thấy xài rất ổn, không giống như những gì mọi người nói. Wifi bắt rất tốt, pin trâu, không có tụt pin nhanh như mọi người nói, chơi game gần 1 tiếng tụt khoảng 10%, chơi lâu không có bị nóng máy,.... Nói chung là cực kỳ ok, phù hợp với giá tiền","mới mua num ngày trước , mình cảm thấy xài rất ổn , không giống như những gì mọi người nói . wifi bắt rất tốt , pin trâu , không có tụt pin nhanh như mọi người nói , chơi game gần num tiếng tụt khoảng num % , chơi lâu không có bị nóng máy , . nói chung là cực kỳ ok , phù hợp với giá tiền",tính năng tốt và pin tốt và hiệu suất tốt và giá tiền tốt và nói chung tốt,"{FEATURES, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {PRICE, positive}, {GENERAL, positive}"
acsa,"Mới dùng nên chưa đánh giá hết hiệu năng của e nó , nói chung là ngon , nhân viên dmx nhiệt tình","mới dùng nên chưa đánh giá hết hiệu năng của em nó , nói chung là ngon , nhân viên dmx nhiệt tình",nói chung tốt và phục vụ với phụ kiện tốt,"{GENERAL, positive}, {SER_ACC, positive}"
acsa,"Sản phẩm OK, tiền nào của đó,pin ổn,máy xài ko nóng, chỉ ấm nhẹ xíu xiu,mấy chụy nhân viên xuất sắc","sản phẩm ok , tiền nào của đó , pin ổn , máy xài không nóng , chỉ ấm nhẹ xíu xiu , mấy chụy nhân viên xuất sắc",pin tốt và hiệu suất tạm và giá tiền tạm và nói chung tốt và phục vụ với phụ kiện tốt,"{BATTERY, positive}, {PERFORMANCE, neutral}, {PRICE, neutral}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Về hiệu năng và tính năng cũng rất tốt. Nhưng chơi game (Zing Speed Mobile) được 1 tí thì lại bị đứng luôn, phải khởi động lại game.","về hiệu năng và tính năng cũng rất tốt . nhưng chơi game ( zing sped mobile ) được num tí thì lại bị đứng luôn , phải khởi động lại game .",tính năng tốt và hiệu suất tạm,"{FEATURES, positive}, {PERFORMANCE, neutral}"
acsa,"Máy dùng tốt, mượt, chưa thấy lỗi gì, pin rất trâu nhưng sạc hơi tốn thời gian xíu","máy dùng tốt , mượt , chưa thấy lỗi gì , pin rất trâu nhưng sạc hơi tốn thời gian xíu",pin tạm và hiệu suất tốt và nói chung tốt,"{BATTERY, neutral}, {PERFORMANCE, positive}, {GENERAL, positive}"
acsa,"Mình mua sản phẩm từ khi mới mở bán. Tổng quan về sản phẩm thì ổn, phù hợp với thu nhập. Có lỗi là máy tự động mở 4G dù ko sử dụng. Máy có khả năng chống nước kém, chi phí sửa chữa lai men khá cao, tầm 3,2 triệu( khá là bất ngờ khi được nv báo giá sửa chữa như trên, gần bằng 3/4 giá máy lúc mới ra) Nói chung sản phẩm đã mang thương hiệu Việt, giá cả phải chăng nên ửng hộ. Nhưng nên cân nhắc khi mang, sử dụng sản phẩm trong nhiều trường hợp, nhầm chánh gây hự sản phẩm như mình. Hoặc có thể chờ sản phẩm hoàn thiện hơn, tốt hơn rồi ủng hộ .","mình mua sản phẩm từ khi mới mở bán . tổng quan về sản phẩm thì ổn , phù hợp với thu nhập . có lỗi là máy tự động mở num g dù không sử dụng . máy có khả năng chống nước kém , chi phí sửa chữa lai men khá cao , tầm num , num triệu ( khá là bất ngờ khi được nhân viên báo giá sửa chữa như trên , gần bằng num num giá máy lúc mới ra ) nói chung sản phẩm đã mang thương hiệu việt , giá cả phải chăng nên ửng hộ . nhưng nên cân nhắc khi mang , sử dụng sản phẩm trong nhiều trường hợp , nhầm chánh gây hự sản phẩm như mình . hoặc có thể chờ sản phẩm hoàn thiện hơn , tốt hơn rồi ủng hộ .",tính năng tệ và hiệu suất tệ và giá tiền tốt và nói chung tốt,"{FEATURES, negative}, {PERFORMANCE, negative}, {PRICE, positive}, {GENERAL, positive}"
acsa,"sạc nhanh, khá mượt, phân giải và chụp hình đẹp, hy vọng củ sạc sẽ lâu bền, chứ cái samsung cũ của mình chỉ hơn 1 năm là hư sạc rồi","sạc nhanh , khá mượt , phân giải và chụp hình đẹp , hy vọng củ sạc sẽ lâu bền , chứ cái samsung cũ của mình chỉ hơn num năm là hư sạc rồi",màn hình tốt và máy ảnh tốt và pin tốt và hiệu suất tốt,"{SCREEN, positive}, {CAMERA, positive}, {BATTERY, positive}, {PERFORMANCE, positive}"
acsa,"Mua về chưa được 1 tháng @ pin tuột nhanh dã man luôn , có mang ra tgdd thì mấy anh cứ bảo đt smartphone bây giờ là vậy :)) sài khoảng 4 tiếng là sạc 1 lần chứ có cái nào sài tận 2 ngày sạc đâu ..... Mua xong về muốn đổi cái mới luôn :(","mua về chưa được num tháng @ pin tuột nhanh dã man luôn , có mang ra tgd thì mấy anh cứ bảo điện thoại smartphone bây giờ là vậy : ) ) sài khoảng num tiếng là sạc num lần chứ có cái nào sài tận num ngày sạc đâu . . mua xong về muốn đổi cái mới luôn : (",pin tệ,"{BATTERY, negative}"
acsa,Máy dep xai ổn mà không hài lòng về pin không xài tat hết ứng dụng ngầm wifi mà sáng thức dậy còn có 90% trong khi mua 2 máy 1 máy trắng lại không bị chi tốn 2%.,máy đẹp xai ổn mà không hài lòng về pin không xài tat hết ứng dụng ngầm wifi mà sáng thức dậy còn có num % trong khi mua num máy num máy trắng lại không bị chi tốn num % .,pin tệ và thiết kế tốt và nói chung tốt,"{BATTERY, negative}, {DESIGN, positive}, {GENERAL, positive}"
acsa,Thấy củng được thôi máy dùng hơi lag pin sạc rất nhanh chứ chưa quá tốt với mức giá 7tr,thấy củng được thôi máy dùng hơi lag pin sạc rất nhanh chứ chưa quá tốt với mức giá num tr,pin tốt và hiệu suất tệ và giá tiền tạm và nói chung tạm,"{BATTERY, positive}, {PERFORMANCE, negative}, {PRICE, neutral}, {GENERAL, neutral}"
acsa,"Máy tốt so với tầm giá, máy có nhiều tính năng rất ưu Việt, dùng máy liên tục nhưng ko thấy nóng .oke","máy tốt so với tầm giá , máy có nhiều tính năng rất ưu việt , dùng máy liên tục nhưng không thấy nóng . ok",tính năng tốt và hiệu suất tốt và giá tiền tạm và nói chung tốt,"{FEATURES, positive}, {PERFORMANCE, positive}, {PRICE, neutral}, {GENERAL, positive}"
acsa,Buồn quá buồn. Hieu rất trung thành với habgf samsung. Từ cái thời cù bắp va bập nắp r len cảm ứng tinh ra mua cũng phải hơn 20chiec.vậy mà đến cái a51 này quá thất vọng .lỗi từa lưa. Cảm úng can tay tệ. Màn hình tệ. He điều hành tệ. Nói chung tệ tát cả trừ chụp ảnh là thấy ok.mua dc 1 tháng mà ra nhờ kỳ thuật viên kiêm tra 4lan và đổi sang máy mới vãn bị hiện trạng cũ.mát thời gian nen đành chịu sài đỡ vay,buồn quá buồn . hieu rất trung thành với habgf samsung . từ cái thời cù bắp va bập nắp rồi len cảm ứng tinh ra mua cũng phải hơn num chiec . vậy mà đến cái a num này quá thất vọng . lỗi từa lưa . cảm úng can tay tệ . màn hình tệ . he điều hành tệ . nói chung tệ tát cả trừ chụp ảnh là thấy ok . mua được num tháng mà ra nhờ kỳ thuật viên kiêm tra num lan và đổi sang máy mới vãn bị hiện trạng cũ . mát thời gian nen đành chịu sài đỡ vay,màn hình tệ và máy ảnh tốt và tính năng tệ và hiệu suất tệ và nói chung tệ,"{SCREEN, negative}, {CAMERA, positive}, {FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
acsa,Thích mỗi chơi game được còn camera quá tệ. Dùng được 1 thời gian thì pin sạc kém đến 70% là ngỏm mãi ko lên nổi. nói chung buồn với đt này quá,thích mỗi chơi game được còn camera quá tệ . dùng được num thời gian thì pin sạc kém đến num % là ngỏm mãi không lên nổi . nói chung buồn với điện thoại này quá,máy ảnh tệ và pin tệ và hiệu suất tốt và nói chung tệ,"{CAMERA, negative}, {BATTERY, negative}, {PERFORMANCE, positive}, {GENERAL, negative}"
acsa,"Máy lâu lâu cảm ứng không nhạy phải khởi động lại, độ sáng màn hình thấp, còn mọi thứ khác thì cũng dc.","máy lâu lâu cảm ứng không nhạy phải khởi động lại , độ sáng màn hình thấp , còn mọi thứ khác thì cũng được .",màn hình tệ và tính năng tệ và nói chung tạm,"{SCREEN, negative}, {FEATURES, negative}, {GENERAL, neutral}"
acsa,"Mua ngày 21/4/20 tại TGDĐ 416 Hậu Giang q6. Nhân viên rất nhiệt tình và vui vẻ. Trải nghiệm máy sau 3ngày sử dụng cực kỳ ngon. Pin 🔋ok lắm 👌. Chơi game thì 🎮ko phải bàn trong tầm giá này là ko có đối thủ! Lướt web, fb, zalo, youtube gì đó thì mượt lắm! Đang xài Y9 prime 2019, mua thêm e này cho có đôi! Thành thật cảm ơn nhân viên TGDĐ 416 hau giang rất nhiều. Xin cảm ơn.","mua ngày num num num tại thế giới di động num hậu giang q num . nhân viên rất nhiệt tình và vui vẻ . trải nghiệm máy sau num ngày sử dụng cực kỳ ngon . pin 🔋ok lắm tốt . chơi game thì 🎮ko phải bàn trong tầm giá này là không có đối thủ ! lướt web , mạng xã hội , zalo , youtube gì đó thì mượt lắm ! đang xài y num prime num , mua thêm em này cho có đôi ! thành thật cảm ơn nhân viên thế giới di động num hau giang rất nhiều . xin cảm ơn .",pin tốt và hiệu suất tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{BATTERY, positive}, {PERFORMANCE, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Máy đẹp, camera chụp ảnh đẹp, vân tay siêu nhạy, mượt mà trong mọi thao tác. Rất tốt.Sd 4 tháng r. Thấy rất ok. Phục vụ rất tốt.","máy đẹp , camera chụp ảnh đẹp , vân tay siêu nhạy , mượt mà trong mọi thao tác . rất tốt . sd num tháng rồi . thấy rất ok . phục vụ rất tốt .",máy ảnh tốt và tính năng tốt và hiệu suất tốt và thiết kế tốt và nói chung tốt và phục vụ với phụ kiện tốt,"{CAMERA, positive}, {FEATURES, positive}, {PERFORMANCE, positive}, {DESIGN, positive}, {GENERAL, positive}, {SER_ACC, positive}"
acsa,"Đánh giá sau 1 tháng xử dụng: Loa ngoài nhỏ Màn hình khi gọi video đôi khi bị lỗi, nháy ngang màn hình ( đã đổi trả khi dùng tới ngày thứ 20 sau khi mua)","đánh giá sau num tháng xử dụng : loa ngoài nhỏ màn hình khi gọi video đôi khi bị lỗi , nháy ngang màn hình ( đã đổi trả khi dùng tới ngày thứ num sau khi mua )",tính năng tệ và hiệu suất tệ,"{FEATURES, negative}, {PERFORMANCE, negative}"
acsa,Máy có thiết kế hài hòa thân thiện . thừa hưởng thiết kế tốt giá lại rẻ . Có sạc nhanh màn hình mới mẻ nhất . Các tác vụ cơ bản mượt mà,máy có thiết kế hài hòa thân thiện . thừa hưởng thiết kế tốt giá lại rẻ . có sạc nhanh màn hình mới mẻ nhất . các tác vụ cơ bản mượt mà,màn hình tốt và pin tốt và hiệu suất tốt và thiết kế tốt và giá tiền tốt,"{SCREEN, positive}, {BATTERY, positive}, {PERFORMANCE, positive}, {DESIGN, positive}, {PRICE, positive}"
acsa,"Xài dòng a91 này thấy thật sự thất vọng,chơi game đc mấy trận liên quân máy nóng như cục than 4g thành h+ với h! Xài f7 thấy ok chuyển qua xài dòng này theo sự tư vấn của tgdd thấy cùi bắp thật sự so với dòng f....","xài dòng a num này thấy thật sự thất vọng , chơi game được mấy trận liên quân máy nóng như cục than num g thành giờ + với giờ ! xài f num thấy ok chuyển qua xài dòng này theo sự tư vấn của tgd thấy cùi bắp thật sự so với dòng f .",tính năng tệ và hiệu suất tệ và nói chung tệ,"{FEATURES, negative}, {PERFORMANCE, negative}, {GENERAL, negative}"
